1.000000000000000000e+00 9.999999119200185804e-01 3.689963023427386616e-07 1.263908945560580835e-06 6.188256116133214730e-07 4.924752993529531436e-07
2.000000000000000000e+00 1.999999823840037161e+00 4.636593262371223600e-01 4.495076870590203333e-01 4.540631972433101793e-01 4.489560876708198478e-01
3.000000000000000000e+00 2.999999735760055852e+00 6.419361994358921963e-01 5.646338285783200073e-01 7.330274512432120027e-01 6.438170863724883564e-01
4.000000000000000000e+00 3.999999647680074322e+00 7.743992715447627351e-01 6.542671872071085248e-01 9.002094466242476223e-01 7.727187964196288172e-01
5.000000000000000000e+00 4.999999559600093235e+00 8.588609571311928148e-01 7.054614720124940952e-01 1.031329823904518106e+00 8.190860556058028319e-01
6.000000000000000000e+00 5.999999471520111705e+00 9.460048180998718026e-01 7.473709742697255409e-01 1.165007312694122721e+00 8.160451437708711175e-01
7.000000000000000000e+00 6.999999383440130174e+00 1.032054734027602505e+00 8.168638793219591410e-01 1.239423768881581012e+00 8.549223329690546214e-01
8.000000000000000000e+00 7.999999295360148643e+00 1.144404535004974299e+00 8.981743276204394721e-01 1.330343142461045902e+00 8.196516138881062563e-01
9.000000000000000000e+00 8.999999207280167113e+00 1.223126450186632352e+00 9.234306587278611200e-01 1.488365525317206783e+00 9.370371961780318282e-01
1.000000000000000000e+01 9.999999119200186470e+00 1.333625057803660363e+00 9.680979222477323898e-01 1.539011850084118338e+00 1.155041682215291798e+00
1.100000000000000000e+01 1.099999903112020405e+01 1.432323713778317353e+00 1.019658080056012883e+00 1.609129527634437506e+00 1.261186098787658416e+00
1.200000000000000000e+01 1.199999894304022341e+01 1.538463452290657729e+00 1.060434589956979812e+00 1.805413962108518788e+00 1.162913165350436762e+00
1.300000000000000000e+01 1.299999885496024099e+01 1.628121584241259301e+00 1.030019386318369312e+00 1.915837669547841182e+00 1.300461415936676302e+00
1.400000000000000000e+01 1.399999876688026035e+01 1.715375425765498729e+00 1.070740802642037748e+00 1.993022300534000646e+00 1.393722877408360095e+00
1.500000000000000000e+01 1.499999867880027793e+01 1.804229681603619406e+00 1.093648706176405749e+00 2.092333169506619850e+00 1.456876203993555219e+00
1.600000000000000000e+01 1.599999859072029729e+01 1.883526467951332606e+00 1.117293053070504749e+00 2.236444438351270048e+00 1.471793045719069992e+00
1.700000000000000000e+01 1.699999850264031664e+01 1.961129485806781370e+00 1.112453402020347593e+00 2.323378962739957476e+00 1.585022146546233079e+00
1.800000000000000000e+01 1.799999841456033423e+01 2.026876490406718911e+00 1.109236462332415130e+00 2.403974201611742245e+00 1.586376087163541948e+00
1.900000000000000000e+01 1.899999832648035181e+01 2.165745147253015368e+00 1.160904037880506667e+00 2.622871353769729019e+00 1.714183811521680756e+00
2.000000000000000000e+01 1.999999823840037294e+01 2.256926861396503892e+00 1.195682472001542651e+00 2.778478249760512497e+00 1.758364956975985383e+00
2.100000000000000000e+01 2.099999815032039052e+01 2.360597268138564964e+00 1.254419985685247152e+00 2.846498266067027050e+00 1.855157141486894146e+00
2.200000000000000000e+01 2.199999806224040810e+01 2.439454995622834854e+00 1.254532562884818070e+00 2.987302455898916076e+00 1.848868475991392701e+00
2.300000000000000000e+01 2.299999797416042568e+01 2.530230411463886497e+00 1.344384796122319647e+00 3.005871242487708095e+00 1.914353295566860291e+00
2.400000000000000000e+01 2.399999788608044682e+01 2.611084172065662123e+00 1.381264763954669128e+00 3.116101285086574357e+00 1.959426764423899847e+00
2.500000000000000000e+01 2.499999779800046440e+01 2.731082688364093958e+00 1.473436087977745501e+00 3.242991379088554726e+00 2.031512889868767768e+00
2.600000000000000000e+01 2.599999770992048198e+01 2.794775256612308745e+00 1.498681435507869475e+00 3.387818110109511061e+00 2.004213893269685354e+00
2.700000000000000000e+01 2.699999762184050311e+01 2.868841790556543092e+00 1.511451043597784816e+00 3.559939033364643901e+00 1.999577261600813172e+00
2.800000000000000000e+01 2.799999753376052070e+01 2.966721560296749605e+00 1.568737476307793033e+00 3.742297787371337225e+00 1.951245617865656312e+00
2.900000000000000000e+01 2.899999744568053828e+01 3.049685735652944985e+00 1.616063977271557928e+00 3.886366133057093109e+00 1.933812680175194920e+00
3.000000000000000000e+01 2.999999735760055586e+01 3.134429125963834384e+00 1.618122800755223745e+00 4.041570491795286379e+00 1.959514593043907071e+00
3.100000000000000000e+01 3.099999726952057699e+01 3.213346699396945283e+00 1.670476664432857472e+00 4.191144335768348661e+00 1.968334403965581236e+00
3.200000000000000000e+01 3.199999718144059457e+01 3.297173073525188070e+00 1.701972365388023878e+00 4.330820816889571212e+00 2.002146968739413779e+00
3.300000000000000000e+01 3.299999709336061215e+01 3.377311187706424356e+00 1.735872301430252396e+00 4.449429674334121287e+00 2.061285948822721537e+00
3.400000000000000000e+01 3.399999700528063329e+01 3.457663220240220880e+00 1.749526740570898298e+00 4.689712459563104119e+00 2.008742880590667745e+00
3.500000000000000000e+01 3.499999691720064732e+01 3.539652717681347482e+00 1.800031511070605328e+00 4.832844281079307081e+00 1.951452806537799178e+00
3.600000000000000000e+01 3.599999682912066845e+01 3.593618528791815869e+00 1.801464970289518464e+00 4.998382916215139637e+00 1.922636144737047692e+00
3.700000000000000000e+01 3.699999674104068959e+01 3.688890760386215106e+00 1.820659339942076071e+00 5.157511988981789308e+00 1.982994666576270992e+00
3.800000000000000000e+01 3.799999665296070361e+01 3.733925353239074152e+00 1.839659390137790451e+00 5.255295254486394896e+00 1.797418056726917124e+00
3.900000000000000000e+01 3.899999656488072475e+01 3.816343344559110839e+00 1.870376231494946362e+00 5.392348873539197562e+00 1.807206118604635092e+00
4.000000000000000000e+01 3.999999647680074588e+01 3.887500793096019702e+00 1.897082707529246015e+00 5.535367400021656614e+00 1.837076764291536435e+00
4.100000000000000000e+01 4.099999638872075991e+01 3.965854612994995421e+00 1.923156620193324784e+00 5.634539834011479620e+00 1.929458827613962368e+00
4.200000000000000000e+01 4.199999630064078104e+01 4.062412159629177566e+00 1.978646636861045804e+00 5.797287319084756696e+00 1.894264968201218702e+00
4.300000000000000000e+01 4.299999621256080218e+01 4.112518824000194861e+00 1.976527993823352203e+00 5.847652153615226389e+00 1.891434374609537672e+00
4.400000000000000000e+01 4.399999612448081621e+01 4.200031791191080721e+00 1.986520352505430465e+00 6.007057251179285906e+00 1.818918017823505373e+00
4.500000000000000000e+01 4.499999603640083734e+01 4.261130549162471581e+00 1.929602626673771582e+00 6.098019997967478290e+00 1.929074861466592683e+00
4.600000000000000000e+01 4.599999594832085137e+01 4.384723411035665208e+00 1.990053282354949271e+00 6.285768993425969953e+00 1.825872682705144356e+00
4.700000000000000000e+01 4.699999586024087250e+01 4.466591961215984341e+00 2.000886663757405870e+00 6.385181857955746665e+00 1.987542598888797807e+00
4.800000000000000000e+01 4.799999577216089364e+01 4.568118790203614665e+00 2.020497381174768403e+00 6.523636271404606113e+00 2.011424350476641365e+00
4.900000000000000000e+01 4.899999568408090767e+01 4.662337970878665416e+00 2.050588459499723903e+00 6.643581308121924600e+00 1.996889235417952824e+00
5.000000000000000000e+01 4.999999559600092880e+01 4.699729106347979801e+00 2.014112577763184753e+00 6.667985991465224416e+00 2.229219405584431879e+00
5.100000000000000000e+01 5.099999550792094993e+01 4.781815741457958957e+00 2.026691535871652849e+00 6.844354585191418039e+00 2.319155870879607839e+00
5.200000000000000000e+01 5.199999541984096396e+01 4.847309335372717243e+00 2.018086358420279947e+00 6.951897822106856140e+00 2.450996016959234414e+00
5.300000000000000000e+01 5.299999533176098510e+01 4.958490332763570763e+00 2.022660594678880930e+00 7.153034402286878368e+00 2.607466447385477171e+00
5.400000000000000000e+01 5.399999524368100623e+01 5.022108312406154518e+00 2.035162085053904946e+00 7.127335804393747587e+00 2.771338206814546012e+00
5.500000000000000000e+01 5.499999515560102026e+01 5.118358401477082431e+00 2.076347745081423835e+00 7.262107928550115332e+00 2.869434455695621278e+00
5.600000000000000000e+01 5.599999506752104139e+01 5.182216682347076997e+00 2.089894044819061936e+00 7.307910075409839834e+00 2.872401494137646338e+00
5.700000000000000000e+01 5.699999497944106253e+01 5.225564553435824600e+00 2.088836362144568692e+00 7.407697056998987506e+00 3.039033116960819569e+00
5.800000000000000000e+01 5.799999489136107655e+01 5.313457401982613959e+00 2.110587834939598118e+00 7.518777168228790053e+00 3.228328200216918908e+00
5.900000000000000000e+01 5.899999480328109769e+01 5.428013496352948053e+00 2.161643900475466840e+00 7.680294246505794398e+00 3.453072802151525789e+00
6.000000000000000000e+01 5.999999471520111172e+01 5.462555602772615870e+00 2.172224585949809050e+00 7.612887801920852127e+00 3.548748226088032087e+00
6.100000000000000000e+01 6.099999462712113285e+01 5.507588134593063067e+00 2.164907912077600916e+00 7.668450253776033954e+00 3.654636931089765284e+00
6.200000000000000000e+01 6.199999453904115398e+01 5.582377306068296186e+00 2.176219242071373738e+00 7.819012574955400474e+00 3.641465084468322733e+00
6.300000000000000000e+01 6.299999445096116801e+01 5.657465981661981225e+00 2.223829524920744038e+00 7.847761372260912083e+00 3.784307585806978125e+00
6.400000000000000000e+01 6.399999436288118915e+01 5.756843465881641642e+00 2.239234253467948577e+00 7.996979017410807522e+00 3.904541588517925543e+00
6.500000000000000000e+01 6.499999427480121028e+01 5.825946004833994607e+00 2.247903715165227911e+00 8.055848187582322240e+00 3.994353606129628531e+00
6.600000000000000000e+01 6.599999418672122431e+01 5.896058711624091231e+00 2.262485220012872222e+00 8.197994897099917466e+00 4.063469780471357318e+00
6.700000000000000000e+01 6.699999409864123834e+01 5.996362982685911724e+00 2.290709556145057668e+00 8.348066592311994327e+00 4.142773157962380104e+00
6.800000000000000000e+01 6.799999401056126658e+01 6.042642436371554737e+00 2.282282988620930375e+00 8.392095788346614071e+00 4.179541691573964712e+00
6.900000000000000000e+01 6.899999392248128061e+01 6.181931441955033968e+00 2.330090513368779703e+00 8.585255416843981635e+00 4.379429132420604276e+00
7.000000000000000000e+01 6.999999383440129463e+01 6.276390846968509685e+00 2.350001598992810248e+00 8.746597005717976714e+00 4.485702528523105137e+00
7.100000000000000000e+01 7.099999374632132287e+01 6.372066213465857665e+00 2.344456009495167415e+00 8.871300040122225283e+00 4.614729586404055617e+00
7.200000000000000000e+01 7.199999365824133690e+01 6.385448187849413593e+00 2.338926830523007538e+00 8.826542433060188486e+00 4.664299442581461896e+00
7.300000000000000000e+01 7.299999357016135093e+01 6.416196811194423866e+00 2.323337552461601785e+00 8.849012305749059948e+00 4.691701431424538882e+00
7.400000000000000000e+01 7.399999348208137917e+01 6.445194572367198838e+00 2.327372567721200269e+00 8.923922507290969364e+00 4.737341640652085850e+00
7.500000000000000000e+01 7.499999339400139320e+01 6.508273976933973692e+00 2.340164759000791683e+00 9.024010731692575504e+00 4.806530516286705357e+00
